Id,Model,Price,Age_08_04,Color,,,,,,,,,,,,,
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,Blue,,,,,,,,,,,,,
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,Grey,,,,,,,,,,,,,
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,Grey,,,,,,,,,,,,,
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,Blue,,,,,,,,,,,,,
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,Grey,,,,,,,,,,,,,
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,Blue,,,,,,,,,,,,,
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,Grey,,,,,,,,,,,,,
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,Grey,,,,,,,,,,,,,
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,Red,,,,,,,,,,,,,
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,Grey,,,,,,,,,,,,,
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,Blue,,,,,,,,,,,,,
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,Red,,,,,,,,,,,,,
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,Red,,,,,,,,,,,,,
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,Blue,,,,,,,,,,,,,
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,Black,,,,,,,,,,,,,
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,Black,,,,,,,,,,,,,
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,Grey,,,,,,,,,,,,,
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,Blue,,,,,,,,,,,,,
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,Blue,,,,,,,,,,,,,
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,Red,,,,,,,,,,,,,
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,Silver,,,,,,,,,,,,,
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,Black,,,,,,,,,,,,,
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,Green,,,,,,,,,,,,,
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,White,,,,,,,,,,,,,
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,Grey,,,,,,,,,,,,,
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,Silver,,,,,,,,,,,,,
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,Grey,,,,,,,,,,,,,
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,Green,,,,,,,,,,,,,
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,Blue,,,,,,,,,,,,,
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,Black,,,,,,,,,,,,,
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,Black,,,,,,,,,,,,,
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,Black,,,,,,,,,,,,,
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,Red,,,,,,,,,,,,,
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,Blue,,,,,,,,,,,,,
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,Grey,,,,,,,,,,,,,
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,Red,,,,,,,,,,,,,
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,Grey,,,,,,,,,,,,,
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,Silver,,,,,,,,,,,,,
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,Silver,,,,,,,,,,,,,
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,Grey,,,,,,,,,,,,,
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,Blue,,,,,,,,,,,,,
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,Green,,,,,,,,,,,,,
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,Silver,,,,,,,,,,,,,
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,Grey,,,,,,,,,,,,,
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,Red,,,,,,,,,,,,,
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,Blue,,,,,,,,,,,,,
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,Silver,,,,,,,,,,,,,
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,Blue,,,,,,,,,,,,,
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,Silver,,,,,,,,,,,,,
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,Blue,,,,,,,,,,,,,
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,Silver,,,,,,,,,,,,,
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,Grey,,,,,,,,,,,,,
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,Green,,,,,,,,,,,,,
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,Green,,,,,,,,,,,,,
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,Red,,,,,,,,,,,,,
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,Green,,,,,,,,,,,,,
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,Grey,,,,,,,,,,,,,
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,Blue,,,,,,,,,,,,,
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,Blue,,,,,,,,,,,,,
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,Green,,,,,,,,,,,,,
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,Red,,,,,,,,,,,,,
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,Blue,,,,,,,,,,,,,
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,Blue,,,,,,,,,,,,,
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,Blue,,,,,,,,,,,,,
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,Silver,,,,,,,,,,,,,
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,Black,,,,,,,,,,,,,
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,Grey,,,,,,,,,,,,,
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,Black,,,,,,,,,,,,,
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,Red,,,,,,,,,,,,,
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,Silver,,,,,,,,,,,,,
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,Blue,,,,,,,,,,,,,
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,Red,,,,,,,,,,,,,
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,Black,,,,,,,,,,,,,
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,Green,,,,,,,,,,,,,
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,Grey,,,,,,,,,,,,,
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,Green,,,,,,,,,,,,,
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,Green,,,,,,,,,,,,,
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,Green,,,,,,,,,,,,,
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,Blue,,,,,,,,,,,,,
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,Red,,,,,,,,,,,,,
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,Silver,,,,,,,,,,,,,
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,Blue,,,,,,,,,,,,,
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,Black,,,,,,,,,,,,,
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,White,,,,,,,,,,,,,
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,Black,,,,,,,,,,,,,
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,Red,,,,,,,,,,,,,
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,Black,,,,,,,,,,,,,
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,Blue,,,,,,,,,,,,,
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,Red,,,,,,,,,,,,,
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,Grey,,,,,,,,,,,,,
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,Blue,,,,,,,,,,,,,
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,Green,,,,,,,,,,,,,
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,Grey,,,,,,,,,,,,,
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,Green,,,,,,,,,,,,,
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,Black,,,,,,,,,,,,,
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,Black,,,,,,,,,,,,,
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,Blue,,,,,,,,,,,,,
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,White,,,,,,,,,,,,,
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,Blue,,,,,,,,,,,,,
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,Blue,,,,,,,,,,,,,
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,Grey,,,,,,,,,,,,,
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,Grey,,,,,,,,,,,,,
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,71,Green,,,,,,,,,,,,,
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,Grey,,,,,,,,,,,,,
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,Blue,,,,,,,,,,,,,
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,Blue,,,,,,,,,,,,,
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,Blue,,,,,,,,,,,,,
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,Blue,,,,,,,,,,,,,
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,Grey,,,,,,,,,,,,,
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,Black,,,,,,,,,,,,,
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,Grey,,,,,,,,,,,,,
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,Red,,,,,,,,,,,,,
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,Blue,,,,,,,,,,,,,
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,Blue,,,,,,,,,,,,,
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,Green,,,,,,,,,,,,,
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,Red,,,,,,,,,,,,,
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,Green,,,,,,,,,,,,,
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,Green,,,,,,,,,,,,,
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,Black,,,,,,,,,,,,,
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,Red,,,,,,,,,,,,,
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,Blue,,,,,,,,,,,,,
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,Blue,,,,,,,,,,,,,
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,Black,,,,,,,,,,,,,
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,Blue,,,,,,,,,,,,,
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,Red,,,,,,,,,,,,,
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,79,Green,,,,,,,,,,,,,
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,Red,,,,,,,,,,,,,
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,Blue,,,,,,,,,,,,,
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,Grey,,,,,,,,,,,,,
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,Blue,,,,,,,,,,,,,
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,Red,,,,,,,,,,,,,
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,Silver,,,,,,,,,,,,,
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,Red,,,,,,,,,,,,,
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,Blue,,,,,,,,,,,,,
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,Red,,,,,,,,,,,,,
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,Blue,,,,,,,,,,,,,
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,Red,,,,,,,,,,,,,
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,Black,,,,,,,,,,,,,
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,Silver,,,,,,,,,,,,,
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,Blue,,,,,,,,,,,,,
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,Black,,,,,,,,,,,,,
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,Grey,,,,,,,,,,,,,
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,Blue,,,,,,,,,,,,,
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,Black,,,,,,,,,,,,,
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,Green,,,,,,,,,,,,,
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,Blue,,,,,,,,,,,,,
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,Blue,,,,,,,,,,,,,
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,Silver,,,,,,,,,,,,,
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,Red,,,,,,,,,,,,,
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,Grey,,,,,,,,,,,,,
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,Red,,,,,,,,,,,,,
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,Green,,,,,,,,,,,,,
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,Grey,,,,,,,,,,,,,
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,Green,,,,,,,,,,,,,
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,Grey,,,,,,,,,,,,,
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,80,Silver,,,,,,,,,,,,,
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,Grey,,,,,,,,,,,,,
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,Grey,,,,,,,,,,,,,
1304,TOYOTA Corolla 1.3 16v linea terra ,5950,79,Red,,,,,,,,,,,,,
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,Green,,,,,,,,,,,,,
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,Red,,,,,,,,,,,,,
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,Green,,,,,,,,,,,,,
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,80,Red,,,,,,,,,,,,,
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,Black,,,,,,,,,,,,,
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,Grey,,,,,,,,,,,,,
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,Red,,,,,,,,,,,,,
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,Blue,,,,,,,,,,,,,
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,Grey,,,,,,,,,,,,,
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,Blue,,,,,,,,,,,,,
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,Blue,,,,,,,,,,,,,
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,Red,,,,,,,,,,,,,
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,Grey,,,,,,,,,,,,,
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,Grey,,,,,,,,,,,,,
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,Grey,,,,,,,,,,,,,
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,Blue,,,,,,,,,,,,,
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,Black,,,,,,,,,,,,,
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,Black,,,,,,,,,,,,,
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,Red,,,,,,,,,,,,,
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,Blue,,,,,,,,,,,,,
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,Red,,,,,,,,,,,,,
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,Grey,,,,,,,,,,,,,
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,Green,,,,,,,,,,,,,
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,Black,,,,,,,,,,,,,
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,Red,,,,,,,,,,,,,
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,Blue,,,,,,,,,,,,,
1331,TOYOTA Corolla 1.6HB 2/3-Doors,8500,74,Blue,,,,,,,,,,,,,
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,Blue,,,,,,,,,,,,,
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,Black,,,,,,,,,,,,,
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,Black,,,,,,,,,,,,,
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,Blue,,,,,,,,,,,,,
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,Black,,,,,,,,,,,,,
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,Black,,,,,,,,,,,,,
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,Green,,,,,,,,,,,,,
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,Red,,,,,,,,,,,,,
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,Green,,,,,,,,,,,,,
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,Green,,,,,,,,,,,,,
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,Black,,,,,,,,,,,,,
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,79,Silver,,,,,,,,,,,,,
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,Blue,,,,,,,,,,,,,
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,Blue,,,,,,,,,,,,,
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,Green,,,,,,,,,,,,,
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,Green,,,,,,,,,,,,,
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,Green,,,,,,,,,,,,,
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,Red,,,,,,,,,,,,,
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,Silver,,,,,,,,,,,,,
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,Blue,,,,,,,,,,,,,
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,Blue,,,,,,,,,,,,,
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,Red,,,,,,,,,,,,,
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,Blue,,,,,,,,,,,,,
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,Red,,,,,,,,,,,,,
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,Red,,,,,,,,,,,,,
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,Blue,,,,,,,,,,,,,
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,70,White,,,,,,,,,,,,,
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,Grey,,,,,,,,,,,,,
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,80,Grey,,,,,,,,,,,,,
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,79,Silver,,,,,,,,,,,,,
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,Grey,,,,,,,,,,,,,
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,Green,,,,,,,,,,,,,
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,Green,,,,,,,,,,,,,
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,Silver,,,,,,,,,,,,,
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,Green,,,,,,,,,,,,,
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,Blue,,,,,,,,,,,,,
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,Blue,,,,,,,,,,,,,
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,Green,,,,,,,,,,,,,
